PassengerId,Survived,Pclass,Sex,Age,AgeGroup,Fare,Embarked,FamilySize,IsAlone,Title,CabinKnown,TicketGroupSize,FarePerPerson
343,0,2,male,28.0,Young Adult,13.0,S,1,1,Mr,0,1,13.0
344,0,2,male,25.0,Young Adult,13.0,S,1,1,Mr,0,1,13.0
345,0,2,male,36.0,Adult,13.0,S,1,1,Mr,0,1,13.0
346,1,2,female,24.0,Young Adult,13.0,S,1,1,Miss,1,1,13.0
347,1,2,female,40.0,Adult,13.0,S,1,1,Miss,0,1,13.0
348,1,3,female,23.0,Young Adult,16.1,S,2,0,Mrs,0,2,8.05
349,1,3,male,3.0,Child,15.9,S,3,0,Master,0,3,5.3
350,0,3,male,42.0,Adult,8.6625,S,1,1,Mr,0,1,8.6625
351,0,3,male,23.0,Young Adult,9.225,S,1,1,Mr,0,1,9.225
352,0,1,male,31.0,Young Adult,35.0,S,1,1,Mr,1,1,35.0
353,0,3,male,15.0,Teen,7.2292,C,3,0,Mr,0,1,7.2292
354,0,3,male,25.0,Young Adult,17.8,S,2,0,Mr,0,2,8.9
355,0,3,male,20.0,Young Adult,7.225,C,1,1,Mr,0,1,7.225
356,0,3,male,28.0,Young Adult,9.5,S,1,1,Mr,0,1,9.5
357,1,1,female,22.0,Young Adult,55.0,S,2,0,Miss,1,2,27.5
358,0,2,female,38.0,Adult,13.0,S,1,1,Miss,0,1,13.0
359,1,3,female,25.0,Young Adult,7.8792,Q,1,1,Miss,0,1,7.8792
360,1,3,female,14.5,Teen,7.8792,Q,1,1,Miss,0,1,7.8792
361,0,3,male,40.0,Adult,27.9,S,6,0,Mr,0,6,4.6499999999999995
362,0,2,male,29.0,Young Adult,27.7208,C,2,0,Mr,0,2,13.8604
363,0,3,female,45.0,Adult,14.4542,C,2,0,Mrs,0,2,7.2271
364,0,3,male,35.0,Adult,7.05,S,1,1,Mr,0,1,7.05
365,0,3,male,7.0,Child,15.5,Q,2,0,Mr,0,2,7.75
366,0,3,male,30.0,Young Adult,7.25,S,1,1,Mr,0,1,7.25
367,1,1,female,60.0,Senior,75.25,C,2,0,Mrs,1,2,37.625
368,1,3,female,23.0,Young Adult,7.2292,C,1,1,Mrs,0,1,7.2292
369,1,3,female,9.0,Child,7.75,Q,1,1,Miss,0,1,7.75
370,1,1,female,24.0,Young Adult,69.3,C,1,1,Mrs,1,2,34.65
371,1,1,male,25.0,Young Adult,55.4417,C,2,0,Mr,1,2,27.72085
372,0,3,male,18.0,Young Adult,6.4958,S,2,0,Mr,0,1,6.4958
373,0,3,male,19.0,Young Adult,8.05,S,1,1,Mr,0,1,8.05
374,0,1,male,22.0,Young Adult,135.6333,C,1,1,Mr,0,4,33.908325
375,0,3,female,3.0,Child,21.075,S,5,0,Miss,0,5,4.215
376,1,1,female,50.0,Adult,82.1708,C,2,0,Mrs,0,2,41.0854
377,1,3,female,22.0,Young Adult,7.25,S,1,1,Miss,0,1,7.25
378,0,1,male,27.0,Young Adult,211.5,C,3,0,Mr,1,5,42.3
379,0,3,male,20.0,Young Adult,4.0125,C,1,1,Mr,0,1,4.0125
380,0,3,male,19.0,Young Adult,7.775,S,1,1,Mr,0,1,7.775
381,1,1,female,42.0,Adult,227.525,C,1,1,Miss,0,5,45.505
382,1,3,female,1.0,Child,15.7417,C,3,0,Miss,0,3,5.247233333333333
383,0,3,male,32.0,Young Adult,7.925,S,1,1,Mr,0,1,7.925
384,1,1,female,35.0,Adult,52.0,S,2,0,Mrs,0,2,26.0
385,0,3,male,21.0,Young Adult,7.8958,S,1,1,Mr,0,1,7.8958
386,0,2,male,18.0,Young Adult,73.5,S,1,1,Mr,0,7,10.5
387,0,3,male,1.0,Child,46.9,S,8,0,Master,0,8,5.8625
388,1,2,female,36.0,Adult,13.0,S,1,1,Miss,0,1,13.0
389,0,3,male,32.0,Young Adult,7.7292,Q,1,1,Mr,0,1,7.7292
390,1,2,female,17.0,Teen,12.0,C,1,1,Miss,0,1,12.0
391,1,1,male,36.0,Adult,120.0,S,4,0,Mr,1,4,30.0
392,1,3,male,21.0,Young Adult,7.7958,S,1,1,Mr,0,1,7.7958
393,0,3,male,28.0,Young Adult,7.925,S,3,0,Mr,0,1,7.925
394,1,1,female,23.0,Young Adult,113.275,C,2,0,Miss,1,3,37.75833333333333
395,1,3,female,24.0,Young Adult,16.7,S,3,0,Mrs,1,3,5.566666666666666
396,0,3,male,22.0,Young Adult,7.7958,S,1,1,Mr,0,1,7.7958
397,0,3,female,31.0,Young Adult,7.8542,S,1,1,Miss,0,1,7.8542
398,0,2,male,46.0,Adult,26.0,S,1,1,Mr,0,2,13.0
399,0,2,male,23.0,Young Adult,10.5,S,1,1,Rare,0,1,10.5
400,1,2,female,28.0,Young Adult,12.65,S,1,1,Mrs,0,1,12.65
401,1,3,male,39.0,Adult,7.925,S,1,1,Mr,0,1,7.925
402,0,3,male,26.0,Young Adult,8.05,S,1,1,Mr,0,1,8.05
403,0,3,female,21.0,Young Adult,9.825,S,2,0,Miss,0,1,9.825
404,0,3,male,28.0,Young Adult,15.85,S,2,0,Mr,0,2,7.925
405,0,3,female,20.0,Young Adult,8.6625,S,1,1,Miss,0,1,8.6625
406,0,2,male,34.0,Young Adult,21.0,S,2,0,Mr,0,2,10.5
407,0,3,male,51.0,Adult,7.75,S,1,1,Mr,0,1,7.75
408,1,2,male,3.0,Child,18.75,S,3,0,Master,0,3,6.25
409,0,3,male,21.0,Young Adult,7.775,S,1,1,Mr,0,1,7.775
410,0,3,female,29.0,Young Adult,25.4667,S,5,0,Miss,0,5,5.0933399999999995
411,0,3,male,28.0,Young Adult,7.8958,S,1,1,Mr,0,1,7.8958
412,0,3,male,29.0,Young Adult,6.8583,Q,1,1,Mr,0,1,6.8583
413,1,1,female,33.0,Young Adult,90.0,Q,2,0,Miss,1,3,30.0
414,0,2,male,8.0,Child,0.0,S,1,1,Mr,0,3,0.0
415,1,3,male,44.0,Adult,7.925,S,1,1,Mr,0,1,7.925
416,0,3,female,25.0,Young Adult,8.05,S,1,1,Mrs,0,1,8.05
417,1,2,female,34.0,Young Adult,32.5,S,3,0,Mrs,0,3,10.833333333333334
418,1,2,female,18.0,Young Adult,13.0,S,3,0,Miss,0,1,13.0
419,0,2,male,30.0,Young Adult,13.0,S,1,1,Mr,0,1,13.0
420,0,3,female,10.0,Child,24.15,S,3,0,Miss,0,3,8.049999999999999
421,0,3,male,19.0,Young Adult,7.8958,C,1,1,Mr,0,1,7.8958
422,0,3,male,21.0,Young Adult,7.7333,Q,1,1,Mr,0,1,7.7333
423,0,3,male,29.0,Young Adult,7.875,S,1,1,Mr,0,1,7.875
424,0,3,female,28.0,Young Adult,14.4,S,3,0,Mrs,0,3,4.8
425,0,3,male,18.0,Young Adult,20.2125,S,3,0,Mr,0,3,6.7375
426,0,3,male,20.0,Young Adult,7.25,S,1,1,Mr,0,1,7.25
427,1,2,female,28.0,Young Adult,26.0,S,2,0,Mrs,0,2,13.0
428,1,2,female,19.0,Young Adult,26.0,S,1,1,Miss,0,2,13.0
429,0,3,male,17.0,Teen,7.75,Q,1,1,Mr,0,1,7.75
430,1,3,male,32.0,Young Adult,8.05,S,1,1,Mr,1,1,8.05
431,1,1,male,28.0,Young Adult,26.55,S,1,1,Mr,1,1,26.55
432,1,3,female,25.0,Young Adult,16.1,S,2,0,Mrs,0,2,8.05
433,1,2,female,42.0,Adult,26.0,S,2,0,Mrs,0,2,13.0
434,0,3,male,17.0,Teen,7.125,S,1,1,Mr,0,1,7.125
435,0,1,male,50.0,Adult,55.9,S,2,0,Mr,1,2,27.95
436,1,1,female,14.0,Teen,120.0,S,4,0,Miss,1,4,30.0
437,0,3,female,21.0,Young Adult,34.375,S,5,0,Miss,0,5,6.875
438,1,2,female,24.0,Young Adult,18.75,S,6,0,Mrs,0,3,6.25
439,0,1,male,64.0,Senior,263.0,S,6,0,Mr,1,6,43.833333333333336
440,0,2,male,31.0,Young Adult,10.5,S,1,1,Mr,0,1,10.5
441,1,2,female,45.0,Adult,26.25,S,3,0,Mrs,0,3,8.75
442,0,3,male,20.0,Young Adult,9.5,S,1,1,Mr,0,1,9.5
443,0,3,male,25.0,Young Adult,7.775,S,2,0,Mr,0,1,7.775
444,1,2,female,28.0,Young Adult,13.0,S,1,1,Miss,0,1,13.0
445,1,3,male,44.0,Adult,8.1125,S,1,1,Mr,0,1,8.1125
446,1,1,male,4.0,Child,81.8583,S,3,0,Master,1,3,27.2861
447,1,2,female,13.0,Teen,19.5,S,2,0,Miss,0,2,9.75
448,1,1,male,34.0,Young Adult,26.55,S,1,1,Mr,0,1,26.55
449,1,3,female,5.0,Child,19.2583,C,4,0,Miss,0,4,4.814575
450,1,1,male,52.0,Adult,30.5,S,1,1,Rare,1,1,30.5
451,0,2,male,36.0,Adult,27.75,S,4,0,Mr,0,4,6.9375
452,0,3,male,26.0,Young Adult,19.9667,S,2,0,Mr,0,1,19.9667
453,0,1,male,30.0,Young Adult,27.75,C,1,1,Mr,1,1,27.75
454,1,1,male,49.0,Adult,89.1042,C,2,0,Mr,1,2,44.5521
455,0,3,male,28.0,Young Adult,8.05,S,1,1,Mr,0,1,8.05
456,1,3,male,29.0,Young Adult,7.8958,C,1,1,Mr,0,1,7.8958
457,0,1,male,65.0,Senior,26.55,S,1,1,Mr,1,1,26.55
458,1,1,female,16.0,Teen,51.8625,S,2,0,Mrs,1,2,25.93125
459,1,2,female,50.0,Adult,10.5,S,1,1,Miss,0,1,10.5
460,0,3,male,20.0,Young Adult,7.75,Q,1,1,Mr,0,1,7.75
461,1,1,male,48.0,Adult,26.55,S,1,1,Mr,1,1,26.55
462,0,3,male,34.0,Young Adult,8.05,S,1,1,Mr,0,1,8.05
463,0,1,male,47.0,Adult,38.5,S,1,1,Mr,1,1,38.5
464,0,2,male,48.0,Adult,13.0,S,1,1,Mr,0,1,13.0
465,0,3,male,25.0,Young Adult,8.05,S,1,1,Mr,0,1,8.05
466,0,3,male,38.0,Adult,7.05,S,1,1,Mr,0,1,7.05
467,0,2,male,29.0,Young Adult,0.0,S,1,1,Mr,0,3,0.0
468,0,1,male,56.0,Adult,26.55,S,1,1,Mr,0,1,26.55
469,0,3,male,22.0,Young Adult,7.725,Q,1,1,Mr,0,1,7.725
470,1,3,female,0.75,Child,19.2583,C,4,0,Miss,0,4,4.814575
471,0,3,male,18.0,Young Adult,7.25,S,1,1,Mr,0,1,7.25
472,0,3,male,38.0,Adult,8.6625,S,1,1,Mr,0,1,8.6625
473,1,2,female,33.0,Young Adult,27.75,S,4,0,Mrs,0,4,6.9375
474,1,2,female,23.0,Young Adult,13.7917,C,1,1,Mrs,1,1,13.7917
475,0,3,female,22.0,Young Adult,9.8375,S,1,1,Miss,0,1,9.8375
476,0,1,male,36.0,Adult,52.0,S,1,1,Mr,1,2,26.0
477,0,2,male,34.0,Young Adult,21.0,S,2,0,Mr,0,2,10.5
478,0,3,male,29.0,Young Adult,7.0458,S,2,0,Mr,0,1,7.0458
479,0,3,male,22.0,Young Adult,7.5208,S,1,1,Mr,0,1,7.5208
480,1,3,female,2.0,Child,12.2875,S,2,0,Miss,0,2,6.14375
481,0,3,male,9.0,Child,46.9,S,8,0,Master,0,8,5.8625
482,0,2,male,30.0,Young Adult,0.0,S,1,1,Mr,0,1,0.0
483,0,3,male,50.0,Adult,8.05,S,1,1,Mr,0,1,8.05
484,1,3,female,63.0,Senior,9.5875,S,1,1,Mrs,0,1,9.5875
485,1,1,male,25.0,Young Adult,91.0792,C,2,0,Mr,1,2,45.5396
486,0,3,female,31.0,Young Adult,25.4667,S,5,0,Miss,0,5,5.0933399999999995
487,1,1,female,35.0,Adult,90.0,S,2,0,Mrs,1,2,45.0
488,0,1,male,58.0,Adult,29.7,C,1,1,Mr,1,1,29.7
489,0,3,male,30.0,Young Adult,8.05,S,1,1,Mr,0,1,8.05
490,1,3,male,9.0,Child,15.9,S,3,0,Master,0,3,5.3
491,0,3,male,3.0,Child,19.9667,S,2,0,Mr,0,1,19.9667
492,0,3,male,21.0,Young Adult,7.25,S,1,1,Mr,0,1,7.25
493,0,1,male,55.0,Adult,30.5,S,1,1,Mr,1,1,30.5
494,0,1,male,71.0,Senior,49.5042,C,1,1,Mr,0,1,49.5042
495,0,3,male,21.0,Young Adult,8.05,S,1,1,Mr,0,1,8.05
496,0,3,male,35.0,Adult,14.4583,C,1,1,Mr,0,2,7.22915
497,1,1,female,54.0,Adult,78.2667,C,2,0,Miss,1,2,39.13335
498,0,3,male,16.0,Teen,15.1,S,1,1,Mr,0,2,7.55
499,0,1,female,25.0,Young Adult,151.55,S,4,0,Mrs,1,6,25.258333333333336
500,0,3,male,24.0,Young Adult,7.7958,S,1,1,Mr,0,1,7.7958
501,0,3,male,17.0,Teen,8.6625,S,1,1,Mr,0,1,8.6625
502,0,3,female,21.0,Young Adult,7.75,Q,1,1,Miss,0,1,7.75
503,0,3,female,29.0,Young Adult,7.6292,Q,1,1,Miss,0,1,7.6292
504,0,3,female,37.0,Adult,9.5875,S,1,1,Miss,0,1,9.5875
505,1,1,female,16.0,Teen,86.5,S,1,1,Miss,1,3,28.833333333333332
506,0,1,male,18.0,Young Adult,108.9,C,2,0,Mr,1,3,36.300000000000004
507,1,2,female,33.0,Young Adult,26.0,S,3,0,Mrs,0,3,8.666666666666666
508,1,1,male,47.0,Adult,26.55,S,1,1,Mr,0,1,26.55
509,0,3,male,28.0,Young Adult,22.525,S,1,1,Mr,0,3,7.508333333333333
510,1,3,male,26.0,Young Adult,56.4958,S,1,1,Mr,0,8,7.061975
511,1,3,male,29.0,Young Adult,7.75,Q,1,1,Mr,0,1,7.75
512,0,3,male,22.0,Young Adult,8.05,S,1,1,Mr,0,1,8.05
513,1,1,male,36.0,Adult,26.2875,S,1,1,Mr,1,1,26.2875
514,1,1,female,54.0,Adult,59.4,C,2,0,Mrs,0,2,29.7
515,0,3,male,24.0,Young Adult,7.4958,S,1,1,Mr,0,1,7.4958
516,0,1,male,47.0,Adult,34.0208,S,1,1,Mr,1,1,34.0208
517,1,2,female,34.0,Young Adult,10.5,S,1,1,Mrs,1,1,10.5
518,0,3,male,27.0,Young Adult,24.15,Q,1,1,Mr,0,3,8.049999999999999
519,1,2,female,36.0,Adult,26.0,S,2,0,Mrs,0,2,13.0
520,0,3,male,32.0,Young Adult,7.8958,S,1,1,Mr,0,1,7.8958
521,1,1,female,30.0,Young Adult,93.5,S,1,1,Miss,1,4,23.375
522,0,3,male,22.0,Young Adult,7.8958,S,1,1,Mr,0,1,7.8958
523,0,3,male,22.0,Young Adult,7.225,C,1,1,Mr,0,1,7.225
524,1,1,female,44.0,Adult,57.9792,C,2,0,Mrs,1,2,28.9896
525,0,3,male,45.0,Adult,7.2292,C,1,1,Mr,0,1,7.2292
526,0,3,male,40.5,Adult,7.75,Q,1,1,Mr,0,1,7.75
527,1,2,female,50.0,Adult,10.5,S,1,1,Miss,0,1,10.5
528,0,1,male,24.0,Young Adult,221.7792,S,1,1,Mr,1,4,55.4448
529,0,3,male,39.0,Adult,7.925,S,1,1,Mr,0,1,7.925
530,0,2,male,23.0,Young Adult,11.5,S,4,0,Mr,0,1,11.5
531,1,2,female,2.0,Child,26.0,S,3,0,Miss,0,3,8.666666666666666
532,0,3,male,22.0,Young Adult,7.2292,C,1,1,Mr,0,1,7.2292
533,0,3,male,17.0,Teen,7.2292,C,3,0,Mr,0,1,7.2292
534,1,3,female,25.0,Young Adult,22.3583,C,3,0,Mrs,0,3,7.452766666666666
535,0,3,female,30.0,Young Adult,8.6625,S,1,1,Miss,0,1,8.6625
536,1,2,female,7.0,Child,26.25,S,3,0,Miss,0,3,8.75
537,0,1,male,45.0,Adult,26.55,S,1,1,Rare,1,1,26.55
538,1,1,female,30.0,Young Adult,106.425,C,1,1,Miss,0,3,35.475
539,0,3,male,41.0,Adult,14.5,S,1,1,Mr,0,2,7.25
540,1,1,female,22.0,Young Adult,49.5,C,3,0,Miss,1,1,49.5
541,1,1,female,36.0,Adult,71.0,S,3,0,Miss,1,2,35.5
542,0,3,female,9.0,Child,31.275,S,7,0,Miss,0,7,4.4678571428571425
543,0,3,female,11.0,Child,31.275,S,7,0,Miss,0,7,4.4678571428571425
544,1,2,male,32.0,Young Adult,26.0,S,2,0,Mr,0,2,13.0
545,0,1,male,50.0,Adult,106.425,C,2,0,Mr,1,3,35.475
546,0,1,male,64.0,Senior,26.0,S,1,1,Mr,0,1,26.0
547,1,2,female,19.0,Young Adult,26.0,S,2,0,Mrs,0,2,13.0
548,1,2,male,30.0,Young Adult,13.8625,C,1,1,Mr,0,1,13.8625
549,0,3,male,33.0,Young Adult,20.525,S,3,0,Mr,0,3,6.841666666666666
550,1,2,male,8.0,Child,36.75,S,3,0,Master,0,4,9.1875
551,1,1,male,17.0,Teen,110.8833,C,3,0,Mr,1,4,27.720825
552,0,2,male,27.0,Young Adult,26.0,S,1,1,Mr,0,2,13.0
553,0,3,male,32.0,Young Adult,7.8292,Q,1,1,Mr,0,1,7.8292
554,1,3,male,22.0,Young Adult,7.225,C,1,1,Mr,0,1,7.225
555,1,3,female,22.0,Young Adult,7.775,S,1,1,Miss,0,1,7.775
556,0,1,male,62.0,Senior,26.55,S,1,1,Mr,0,1,26.55
557,1,1,female,48.0,Adult,39.6,C,2,0,Rare,1,1,39.6
558,0,1,male,35.0,Adult,227.525,C,1,1,Mr,0,5,45.505
559,1,1,female,39.0,Adult,79.65,S,3,0,Mrs,1,3,26.55
560,1,3,female,36.0,Adult,17.4,S,2,0,Mrs,0,2,8.7
561,0,3,male,42.0,Adult,7.75,Q,1,1,Mr,0,1,7.75
562,0,3,male,40.0,Adult,7.8958,S,1,1,Mr,0,1,7.8958
563,0,2,male,28.0,Young Adult,13.5,S,1,1,Mr,0,1,13.5
564,0,3,male,17.0,Teen,8.05,S,1,1,Mr,0,1,8.05
565,0,3,female,31.0,Young Adult,8.05,S,1,1,Miss,0,1,8.05
566,0,3,male,24.0,Young Adult,24.15,S,3,0,Mr,0,3,8.049999999999999
567,0,3,male,19.0,Young Adult,7.8958,S,1,1,Mr,0,1,7.8958
568,0,3,female,29.0,Young Adult,21.075,S,5,0,Mrs,0,5,4.215
569,0,3,male,70.5,Senior,7.2292,C,1,1,Mr,0,1,7.2292
570,1,3,male,32.0,Young Adult,7.8542,S,1,1,Mr,0,1,7.8542
571,1,2,male,62.0,Senior,10.5,S,1,1,Mr,0,1,10.5
572,1,1,female,53.0,Adult,51.4792,S,3,0,Mrs,1,2,25.7396
573,1,1,male,36.0,Adult,26.3875,S,1,1,Mr,1,1,26.3875
574,1,3,female,18.0,Young Adult,7.75,Q,1,1,Miss,0,1,7.75
575,0,3,male,16.0,Teen,8.05,S,1,1,Mr,0,1,8.05
576,0,3,male,19.0,Young Adult,14.5,S,1,1,Mr,0,2,7.25
577,1,2,female,34.0,Young Adult,13.0,S,1,1,Miss,0,1,13.0
578,1,1,female,39.0,Adult,55.9,S,2,0,Mrs,1,2,27.95
579,0,3,female,45.0,Adult,14.4583,C,2,0,Mrs,0,2,7.22915
580,1,3,male,32.0,Young Adult,7.925,S,1,1,Mr,0,1,7.925
581,1,2,female,25.0,Young Adult,30.0,S,3,0,Miss,0,2,15.0
582,1,1,female,39.0,Adult,110.8833,C,3,0,Mrs,1,4,27.720825
583,0,2,male,54.0,Adult,26.0,S,1,1,Mr,0,2,13.0
584,0,1,male,36.0,Adult,40.125,C,1,1,Mr,1,1,40.125
585,0,3,male,30.0,Young Adult,8.7125,C,1,1,Mr,0,1,8.7125
586,1,1,female,18.0,Young Adult,79.65,S,3,0,Miss,1,3,26.55
587,0,2,male,47.0,Adult,15.0,S,1,1,Mr,0,1,15.0
588,1,1,male,60.0,Senior,79.2,C,3,0,Mr,1,2,39.6
589,0,3,male,22.0,Young Adult,8.05,S,1,1,Mr,0,1,8.05
590,0,3,male,21.0,Young Adult,8.05,S,1,1,Mr,0,1,8.05
591,0,3,male,35.0,Adult,7.125,S,1,1,Mr,0,1,7.125
592,1,1,female,52.0,Adult,78.2667,C,2,0,Mrs,1,2,39.13335
593,0,3,male,47.0,Adult,7.25,S,1,1,Mr,0,1,7.25
594,0,3,female,18.0,Young Adult,7.75,Q,3,0,Miss,0,1,7.75
595,0,2,male,37.0,Adult,26.0,S,2,0,Mr,0,2,13.0
596,0,3,male,36.0,Adult,24.15,S,3,0,Mr,0,3,8.049999999999999
597,1,2,female,30.0,Young Adult,33.0,S,1,1,Miss,0,3,11.0
598,0,3,male,49.0,Adult,0.0,S,1,1,Mr,0,4,0.0
599,0,3,male,29.0,Young Adult,7.225,C,1,1,Mr,0,1,7.225
600,1,1,male,49.0,Adult,56.9292,C,2,0,Rare,1,2,28.4646
601,1,2,female,24.0,Young Adult,27.0,S,4,0,Mrs,0,2,13.5
602,0,3,male,22.0,Young Adult,7.8958,S,1,1,Mr,0,1,7.8958
603,0,1,male,33.0,Young Adult,42.4,S,1,1,Mr,0,2,21.2
604,0,3,male,44.0,Adult,8.05,S,1,1,Mr,0,1,8.05
605,1,1,male,35.0,Adult,26.55,C,1,1,Mr,0,1,26.55
606,0,3,male,36.0,Adult,15.55,S,2,0,Mr,0,2,7.775
607,0,3,male,30.0,Young Adult,7.8958,S,1,1,Mr,0,1,7.8958
608,1,1,male,27.0,Young Adult,30.5,S,1,1,Mr,0,1,30.5
609,1,2,female,22.0,Young Adult,41.5792,C,4,0,Mrs,0,4,10.3948
610,1,1,female,40.0,Adult,153.4625,S,1,1,Miss,1,3,51.15416666666667
611,0,3,female,39.0,Adult,31.275,S,7,0,Mrs,0,7,4.4678571428571425
612,0,3,male,16.0,Teen,7.05,S,1,1,Mr,0,1,7.05
613,1,3,female,4.0,Child,15.5,Q,2,0,Miss,0,2,7.75
614,0,3,male,23.0,Young Adult,7.75,Q,1,1,Mr,0,1,7.75
615,0,3,male,35.0,Adult,8.05,S,1,1,Mr,0,1,8.05
616,1,2,female,24.0,Young Adult,65.0,S,4,0,Miss,0,5,13.0
617,0,3,male,34.0,Young Adult,14.4,S,3,0,Mr,0,3,4.8
618,0,3,female,26.0,Young Adult,16.1,S,2,0,Mrs,0,2,8.05
619,1,2,female,4.0,Child,39.0,S,4,0,Miss,1,4,9.75
620,0,2,male,26.0,Young Adult,10.5,S,1,1,Mr,0,1,10.5
621,0,3,male,27.0,Young Adult,14.4542,C,2,0,Mr,0,2,7.2271
622,1,1,male,42.0,Adult,52.5542,S,2,0,Mr,1,2,26.2771
623,1,3,male,20.0,Young Adult,15.7417,C,3,0,Mr,0,3,5.247233333333333
624,0,3,male,21.0,Young Adult,7.8542,S,1,1,Mr,0,1,7.8542
625,0,3,male,21.0,Young Adult,16.1,S,1,1,Mr,0,2,8.05
626,0,1,male,61.0,Senior,32.3208,S,1,1,Mr,1,1,32.3208
627,0,2,male,57.0,Adult,12.35,Q,1,1,Rare,0,1,12.35
628,1,1,female,21.0,Young Adult,77.9583,S,1,1,Miss,1,3,25.986099999999997
629,0,3,male,26.0,Young Adult,7.8958,S,1,1,Mr,0,1,7.8958
630,0,3,male,47.0,Adult,7.7333,Q,1,1,Mr,0,1,7.7333
631,1,1,male,80.0,Senior,30.0,S,1,1,Mr,1,1,30.0
632,0,3,male,51.0,Adult,7.0542,S,1,1,Mr,0,1,7.0542
633,1,1,male,32.0,Young Adult,30.5,C,1,1,Rare,1,1,30.5
634,0,1,male,24.0,Young Adult,0.0,S,1,1,Mr,0,1,0.0
635,0,3,female,9.0,Child,27.9,S,6,0,Miss,0,6,4.6499999999999995
636,1,2,female,28.0,Young Adult,13.0,S,1,1,Miss,0,1,13.0
637,0,3,male,32.0,Young Adult,7.925,S,1,1,Mr,0,1,7.925
638,0,2,male,31.0,Young Adult,26.25,S,3,0,Mr,0,3,8.75
639,0,3,female,41.0,Adult,39.6875,S,6,0,Mrs,0,7,5.669642857142857
640,0,3,male,33.0,Young Adult,16.1,S,2,0,Mr,0,2,8.05
641,0,3,male,20.0,Young Adult,7.8542,S,1,1,Mr,0,1,7.8542
642,1,1,female,24.0,Young Adult,69.3,C,1,1,Miss,1,2,34.65
643,0,3,female,2.0,Child,27.9,S,6,0,Miss,0,6,4.6499999999999995
644,1,3,male,50.0,Adult,56.4958,S,1,1,Mr,0,8,7.061975
645,1,3,female,0.75,Child,19.2583,C,4,0,Miss,0,4,4.814575
646,1,1,male,48.0,Adult,76.7292,C,2,0,Mr,1,3,25.576400000000003
647,0,3,male,19.0,Young Adult,7.8958,S,1,1,Mr,0,1,7.8958
648,1,1,male,56.0,Adult,35.5,C,1,1,Rare,1,1,35.5
649,0,3,male,17.0,Teen,7.55,S,1,1,Mr,0,1,7.55
650,1,3,female,23.0,Young Adult,7.55,S,1,1,Miss,0,1,7.55
651,0,3,male,4.0,Child,7.8958,S,1,1,Mr,0,1,7.8958
652,1,2,female,18.0,Young Adult,23.0,S,2,0,Miss,0,2,11.5
653,0,3,male,21.0,Young Adult,8.4333,S,1,1,Mr,0,1,8.4333
654,1,3,female,4.0,Child,7.8292,Q,1,1,Miss,0,1,7.8292
655,0,3,female,18.0,Young Adult,6.75,Q,1,1,Miss,0,1,6.75
656,0,2,male,24.0,Young Adult,73.5,S,3,0,Mr,0,7,10.5
657,0,3,male,20.0,Young Adult,7.8958,S,1,1,Mr,0,1,7.8958
658,0,3,female,32.0,Young Adult,15.5,Q,3,0,Mrs,0,2,7.75
659,0,2,male,23.0,Young Adult,13.0,S,1,1,Mr,0,1,13.0
660,0,1,male,58.0,Adult,113.275,C,3,0,Mr,1,3,37.75833333333333
661,1,1,male,50.0,Adult,133.65,S,3,0,Rare,0,2,66.825
662,0,3,male,40.0,Adult,7.225,C,1,1,Mr,0,1,7.225
663,0,1,male,47.0,Adult,25.5875,S,1,1,Mr,1,1,25.5875
664,0,3,male,36.0,Adult,7.4958,S,1,1,Mr,0,1,7.4958
665,1,3,male,20.0,Young Adult,7.925,S,2,0,Mr,0,1,7.925
666,0,2,male,32.0,Young Adult,73.5,S,3,0,Mr,0,7,10.5
667,0,2,male,25.0,Young Adult,13.0,S,1,1,Mr,0,1,13.0
668,0,3,male,22.0,Young Adult,7.775,S,1,1,Mr,0,1,7.775
669,0,3,male,43.0,Adult,8.05,S,1,1,Mr,0,1,8.05
670,1,1,female,36.0,Adult,52.0,S,2,0,Mrs,1,2,26.0
671,1,2,female,40.0,Adult,39.0,S,3,0,Mrs,0,3,13.0
672,0,1,male,31.0,Young Adult,52.0,S,2,0,Mr,1,2,26.0
673,0,2,male,70.0,Senior,10.5,S,1,1,Mr,0,1,10.5
674,1,2,male,31.0,Young Adult,13.0,S,1,1,Mr,0,1,13.0
675,0,2,male,23.0,Young Adult,0.0,S,1,1,Mr,0,1,0.0
676,0,3,male,18.0,Young Adult,7.775,S,1,1,Mr,0,1,7.775
677,0,3,male,24.5,Young Adult,8.05,S,1,1,Mr,0,1,8.05
678,1,3,female,18.0,Young Adult,9.8417,S,1,1,Miss,0,1,9.8417
679,0,3,female,43.0,Adult,46.9,S,8,0,Mrs,0,8,5.8625
680,1,1,male,36.0,Adult,512.3292,C,2,0,Mr,1,4,128.0823
681,0,3,female,27.0,Young Adult,8.1375,Q,1,1,Miss,0,1,8.1375
682,1,1,male,27.0,Young Adult,76.7292,C,1,1,Mr,1,3,25.576400000000003
683,0,3,male,20.0,Young Adult,9.225,S,1,1,Mr,0,1,9.225
684,0,3,male,14.0,Teen,46.9,S,8,0,Mr,0,8,5.8625
685,0,2,male,60.0,Senior,39.0,S,3,0,Mr,0,3,13.0
686,0,2,male,25.0,Young Adult,41.5792,C,4,0,Mr,0,4,10.3948
687,0,3,male,14.0,Teen,39.6875,S,6,0,Mr,0,7,5.669642857142857
688,0,3,male,19.0,Young Adult,10.1708,S,1,1,Mr,0,1,10.1708
